,Location_id,POI_id,POI_Type,Org_id,User_id,TimeStamp,Latitude,Longitude,Category_2,yelp_ID,name,Time,date
536,14,3126,Combined,4e0bb8d92271c698c732e083,63,Thu Jun 06 15:12:09 +0000 2013,35.239036,-80.845063,Nightlife Spot,Lyz1JKChjanwGXLJM_zqYA,World Nightclub,15:12:09,2013606
664,15,3126,Combined,4e67df7c1838501628849e21,63,Thu Jun 06 21:00:03 +0000 2013,35.239187,-80.84605,Bar,azG7UDKXgSo938c2m27cZQ,Roc's Jazz Bar,21:00:03,2013606
435,7,7,Independent,50744aa3e4b07ac478d6c701,63,Thu Jun 06 21:13:18 +0000 2013,35.243332,-80.85696,College History Building,2YrKOindMktn5pOGhTK97w,Johnson C Smith University,21:13:18,2013606
436,7,7,Independent,50744aa3e4b07ac478d6c701,63,Fri Jun 07 02:52:04 +0000 2013,35.243332,-80.85696,College History Building,2YrKOindMktn5pOGhTK97w,Johnson C Smith University,02:52:04,2013607
437,7,7,Independent,50744aa3e4b07ac478d6c701,63,Fri Jun 07 05:34:15 +0000 2013,35.243332,-80.85696,College History Building,2YrKOindMktn5pOGhTK97w,Johnson C Smith University,05:34:15,2013607
438,7,7,Independent,50744aa3e4b07ac478d6c701,63,Fri Jun 07 05:34:50 +0000 2013,35.243332,-80.85696,College History Building,2YrKOindMktn5pOGhTK97w,Johnson C Smith University,05:34:50,2013607
201,4,4,Independent,4b155049f964a52045b023e3,151,Thu Mar 28 08:41:23 +0000 2013,35.224912,-80.83965500000002,Basketball Stadium,sYJaNxG8KLus6U7TJ2JHWA,Charlotte Hornets,08:41:23,2013328
681,17,17,Independent,4e1a264c183880768f52bbdb,151,Thu Mar 28 10:53:07 +0000 2013,35.31986,-80.873276,Golf Course,k0IOXOrhQIoaq3lAZiWFyQ,Hornet's Nest BMX Track,10:53:07,2013328
678,16,16,Independent,4b108c81f964a5209c7223e3,151,Thu Mar 28 11:32:08 +0000 2013,35.319656,-80.86762900000002,Park,k0IOXOrhQIoaq3lAZiWFyQ,Hornet's Nest BMX Track,11:32:08,2013328
10,1,1,Independent,4c9f60f246978cfa453eaa7f,151,Wed Jul 17 16:07:01 +0000 2013,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,16:07:01,2013717
200,4,4,Independent,4b155049f964a52045b023e3,151,Wed Jul 17 17:11:13 +0000 2013,35.224912,-80.83965500000002,Basketball Stadium,sYJaNxG8KLus6U7TJ2JHWA,Charlotte Hornets,17:11:13,2013717
693,18,3502,Combined,4b145398f964a52040a123e3,168,Wed Oct 31 20:57:04 +0000 2012,35.218242,-80.945463,Fried Chicken Joint,Un0QXKDscxlI_yi3u14ALA,Bojangles' Famous Chicken 'n Biscuits,20:57:04,20121031
727,19,19,Independent,4b058639f964a520265922e3,168,Thu Nov 01 10:12:47 +0000 2012,35.219081,-80.836484,Hotel,EwPAkEUE1DtwWymmv6rS3g,Fairfield Inn & Suites,10:12:47,20121101
692,18,3502,Combined,4b145398f964a52040a123e3,168,Thu Nov 01 11:18:54 +0000 2012,35.218242,-80.945463,Fried Chicken Joint,Un0QXKDscxlI_yi3u14ALA,Bojangles' Famous Chicken 'n Biscuits,11:18:54,20121101
722,19,19,Independent,4b058639f964a520265922e3,168,Fri Nov 02 14:00:16 +0000 2012,35.219081,-80.836484,Hotel,EwPAkEUE1DtwWymmv6rS3g,Fairfield Inn & Suites,14:00:16,20121102
688,18,3502,Combined,4b145398f964a52040a123e3,168,Tue Dec 04 11:33:16 +0000 2012,35.218242,-80.945463,Fried Chicken Joint,Un0QXKDscxlI_yi3u14ALA,Bojangles' Famous Chicken 'n Biscuits,11:33:16,20121204
746,24,24,Independent,4b6dc623f964a5208e8e2ce3,168,Tue Dec 04 20:38:39 +0000 2012,35.176983,-80.878156,Drugstore / Pharmacy,wMg55W7gShgZbeAyhem0xw,CVS Pharmacy,20:38:39,20121204
434,6,6,Independent,4fe4e3b0e4b0dceaf851352b,168,Wed Dec 12 23:52:39 +0000 2012,35.224704,-80.955842,Plane,WiWCtinRtykBC6DCg6w3Fg,Charlotte Douglas Airport Overlook,23:52:39,20121212
739,20,3502,Combined,4fa5388de4b0e4baa27cd561,168,Tue Dec 18 23:05:43 +0000 2012,35.21842,-80.945388,American Restaurant,yKfjeMdJdQ7G1C9Qs1FNzA,The Great American Bagel Bakery,23:05:43,20121218
691,18,3502,Combined,4b145398f964a52040a123e3,168,Sat Dec 29 17:55:22 +0000 2012,35.218242,-80.945463,Fried Chicken Joint,Un0QXKDscxlI_yi3u14ALA,Bojangles' Famous Chicken 'n Biscuits,17:55:22,20121229
740,21,21,Independent,4bf3bf3294af2d7ffabf3972,168,Thu Jul 12 22:58:58 +0000 2012,35.240292,-80.887055,Fried Chicken Joint,twGzzO3eek_cXtwdbOzAoQ,Bojangles' Famous Chicken 'n Biscuits,22:58:58,2012712
741,21,21,Independent,4bf3bf3294af2d7ffabf3972,168,Thu Jul 12 23:05:27 +0000 2012,35.240292,-80.887055,Fried Chicken Joint,twGzzO3eek_cXtwdbOzAoQ,Bojangles' Famous Chicken 'n Biscuits,23:05:27,2012712
726,19,19,Independent,4b058639f964a520265922e3,168,Thu Feb 07 10:43:23 +0000 2013,35.219081,-80.836484,Hotel,EwPAkEUE1DtwWymmv6rS3g,Fairfield Inn & Suites,10:43:23,2013207
725,19,19,Independent,4b058639f964a520265922e3,168,Thu Feb 21 10:05:23 +0000 2013,35.219081,-80.836484,Hotel,EwPAkEUE1DtwWymmv6rS3g,Fairfield Inn & Suites,10:05:23,2013221
690,18,3502,Combined,4b145398f964a52040a123e3,168,Thu Feb 21 11:58:18 +0000 2013,35.218242,-80.945463,Fried Chicken Joint,Un0QXKDscxlI_yi3u14ALA,Bojangles' Famous Chicken 'n Biscuits,11:58:18,2013221
724,19,19,Independent,4b058639f964a520265922e3,168,Wed Feb 27 19:19:42 +0000 2013,35.219081,-80.836484,Hotel,EwPAkEUE1DtwWymmv6rS3g,Fairfield Inn & Suites,19:19:42,2013227
743,22,22,Independent,4f499b98e4b05ebee0b58ab1,168,Thu Feb 28 00:18:44 +0000 2013,35.219081,-80.8367,Bar,om4t1hDJRQqTRS9VT7ADhA,Q Tavern,00:18:44,2013228
723,19,19,Independent,4b058639f964a520265922e3,168,Thu Feb 28 10:16:34 +0000 2013,35.219081,-80.836484,Hotel,EwPAkEUE1DtwWymmv6rS3g,Fairfield Inn & Suites,10:16:34,2013228
689,18,3502,Combined,4b145398f964a52040a123e3,168,Tue Mar 26 11:02:26 +0000 2013,35.218242,-80.945463,Fried Chicken Joint,Un0QXKDscxlI_yi3u14ALA,Bojangles' Famous Chicken 'n Biscuits,11:02:26,2013326
750,25,25,Independent,4b1fffb9f964a520eb2b24e3,262,Sat Oct 13 12:55:44 +0000 2012,35.224675,-80.841039,Bus Station,LYaiAZUnP0l7N3JvYV836w,Charlotte Transportation Center,12:55:44,20121013
11,1,1,Independent,4c9f60f246978cfa453eaa7f,276,Thu Aug 29 01:11:32 +0000 2013,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,01:11:32,2013829
840,27,27,Independent,4cf05ec51d18a143d6174cec,358,Tue May 22 03:09:34 +0000 2012,35.13633,-80.902591,Hotel,02YwZJsj3YWcthdUVcfFuA,Courtyard by Marriott Charlotte Arrowood,03:09:34,2012522
827,26,26,Independent,4b439c6ff964a52048e425e3,358,Tue May 22 12:48:15 +0000 2012,35.136756,-80.904222,Coffee Shop,Rx6PF3O6Q8pJz8dLMJZfKQ,Starbucks,12:48:15,2012522
938,37,3403,Combined,4be2f3b3cbdbef3bae8060d8,358,Tue May 22 14:38:42 +0000 2012,35.14567,-80.929284,Paper / Office Supplies Store,ttsLP8o7Zlu9rPOpVRwG_g,The UPS Store,14:38:42,2012522
888,34,34,Independent,4b099ce1f964a5205b1a23e3,358,Wed May 23 23:23:21 +0000 2012,35.116442,-80.95790699999998,Bar,nzgmxdQWDQnsub2SwZH3aQ,Tilted Kilt Pub & Eatery,23:23:21,2012523
841,27,27,Independent,4cf05ec51d18a143d6174cec,358,Thu May 24 03:11:46 +0000 2012,35.13633,-80.902591,Hotel,02YwZJsj3YWcthdUVcfFuA,Courtyard by Marriott Charlotte Arrowood,03:11:46,2012524
924,36,3502,Combined,4b54461cf964a52031b627e3,358,Fri Aug 10 12:52:32 +0000 2012,35.218058,-80.94519,Coffee Shop,3oMcNguqRNMxsb_j0Vdqsw,Starbucks,12:52:32,2012810
940,38,38,Independent,4bc4366edce4eee19404729d,358,Wed Jan 02 05:36:08 +0000 2013,35.137007000000004,-80.90198000000002,Hotel,gfwyMJ5jjROWCF4G6ERsAg,TownePlace Suites Charlotte Arrowood,05:36:08,2013102
826,26,26,Independent,4b439c6ff964a52048e425e3,358,Wed Jan 02 12:55:17 +0000 2013,35.136756,-80.904222,Coffee Shop,Rx6PF3O6Q8pJz8dLMJZfKQ,Starbucks,12:55:17,2013102
828,26,26,Independent,4b439c6ff964a52048e425e3,358,Sat Mar 16 19:15:26 +0000 2013,35.136756,-80.904222,Coffee Shop,Rx6PF3O6Q8pJz8dLMJZfKQ,Starbucks,19:15:26,2013316
878,33,33,Independent,4bc40fb0dce4eee1cde8719d,358,Mon Mar 18 00:09:27 +0000 2013,35.304152,-80.7516,Hotel,egOdSTggpdFEnQmIjNDmdg,Residence Inn Charlotte University Research Park,00:09:27,2013318
905,35,35,Independent,5096b676e4b054dd35560f59,358,Mon Mar 18 12:37:09 +0000 2013,35.313461,-80.743011,Coffee Shop,7GcikclqpUSuYisMdgHvGQ,Starbucks,12:37:09,2013318
859,29,3205,Combined,4b671674f964a52098392be3,358,Wed Mar 20 16:21:57 +0000 2013,35.340297,-80.764842,Food,SYJq8ydGY9oStzpVuHu3uw,Teriyaki Madness,16:21:57,2013320
849,28,3303,Combined,4b1b39a1f964a520d6f923e3,358,Wed Mar 20 23:35:01 +0000 2013,35.088073,-80.86281899999999,Sports Bar,ireHTdAh1d4lmGiieMfV_A,Fox & Hound,23:35:01,2013320
879,33,33,Independent,4bc40fb0dce4eee1cde8719d,358,Thu Mar 21 02:43:31 +0000 2013,35.304152,-80.7516,Hotel,egOdSTggpdFEnQmIjNDmdg,Residence Inn Charlotte University Research Park,02:43:31,2013321
873,32,32,Independent,4b058639f964a520185922e3,358,Mon Aug 12 23:15:48 +0000 2013,35.15738,-80.82996,Hotel,d17le7rMteKJL5WPuU6AWw,Charlotte Marriott SouthPark,23:15:48,2013812
862,30,30,Independent,4f29cfc5e4b01c8768b0dbb9,358,Mon Aug 12 23:18:04 +0000 2013,35.152989,-80.836863,Hotel Bar,ygY5AKgT_ONLjrtv5zgNSQ,Renaissance Charlotte SouthPark Hotel,23:18:04,2013812
872,32,32,Independent,4b058639f964a520185922e3,358,Tue Aug 13 20:45:49 +0000 2013,35.15738,-80.82996,Hotel,d17le7rMteKJL5WPuU6AWw,Charlotte Marriott SouthPark,20:45:49,2013813
1113,42,3502,Combined,4ded693b63657045c02bb0aa,367,Tue Oct 23 19:07:26 +0000 2012,35.220819,-80.944476,Coffee Shop,lptw12m0hIetAaRc6mdmAA,Starbucks,19:07:26,20121023
986,40,40,Independent,4ff0e444e4b000351af707e8,367,Tue Oct 23 19:19:24 +0000 2012,35.213771,-80.94331700000002,Plane,Lyq7ULam8T-ZddYLHq4DqA,Charlotte International Airport Parking,19:19:24,20121023
1,0,0,Independent,4e91b6459a52db7dbabab2ea,367,Tue Oct 23 20:29:22 +0000 2012,35.227758,-80.853371,Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,20:29:22,20121023
948,39,3122,Combined,4b2f96d4f964a520b9ec24e3,367,Tue Oct 23 20:54:06 +0000 2012,35.225327,-80.842069,Sushi Restaurant,MrSHPvHVdE_VzVN7iRz45Q,Enso Asian Bistro & Sushi Bar,20:54:06,20121023
14,1,1,Independent,4c9f60f246978cfa453eaa7f,445,Sun Nov 11 14:32:45 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,14:32:45,20121111
15,1,1,Independent,4c9f60f246978cfa453eaa7f,445,Mon Nov 12 01:49:09 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,01:49:09,20121112
16,1,1,Independent,4c9f60f246978cfa453eaa7f,445,Sun Nov 18 14:57:53 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,14:57:53,20121118
13,1,1,Independent,4c9f60f246978cfa453eaa7f,445,Sun Dec 09 16:39:37 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,16:39:37,20121209
12,1,1,Independent,4c9f60f246978cfa453eaa7f,445,Sun Dec 23 13:43:55 +0000 2012,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,13:43:55,20121223
202,4,4,Independent,4b155049f964a52045b023e3,539,Sat Mar 30 10:21:47 +0000 2013,35.224912,-80.83965500000002,Basketball Stadium,sYJaNxG8KLus6U7TJ2JHWA,Charlotte Hornets,10:21:47,2013330
1188,46,46,Independent,4bcb66afcc8cd13af153bfcf,539,Sat Mar 30 10:31:56 +0000 2013,35.350837,-80.77411,Golf Course,V53VP8FwKio5oZ1pqDFKoA,The Tradition Golf Club,10:31:56,2013330
1154,44,44,Independent,4b0ad9f8f964a520e12823e3,539,Sat Mar 30 10:32:55 +0000 2013,35.22123900000001,-80.843475,Museum,tbeyonV9fwKRf1jFZ4dfqw,NASCAR Hall of Fame,10:32:55,2013330
1120,43,43,Independent,4cb366ce562d224beba82d88,539,Sat Mar 30 10:33:28 +0000 2013,35.212136,-80.818404,Bar,RbMo9QIPDWP7nAAolS7IFA,Kennedy's Premium Bar and Grill,10:33:28,2013330
1196,47,47,Independent,4b0c52fdf964a5202e3b23e3,539,Sat Mar 30 10:35:01 +0000 2013,35.205479,-80.861092,Hardware Store,qrPbFiwRT5F_4HLHZVL26Q,Lowe's,10:35:01,2013330
1348,52,3122,Combined,4b11e668f964a520b68623e3,559,Mon Jan 28 00:19:22 +0000 2013,35.225244,-80.842004,Bowling Alley,H4E4sZ6PKBef65hU0GKi_g,StrikeCity,00:19:22,2013128
1237,49,3125,Combined,4ee1e049754a44a66d257140,559,Mon Jan 28 00:19:44 +0000 2013,35.227234,-80.838711,BBQ Joint,M10n-ivjDkkdLaxIYNafFQ,Queen City Q,00:19:44,2013128
1301,50,3110,Combined,502977e6e4b0f8083ea40f8f,559,Mon Jan 28 00:20:24 +0000 2013,35.147615,-80.82996899999998,Grocery Store,kfFRCUP1RXY_jNnBQCOsEw,Whole Foods Market - Charlotte,00:20:24,2013128
18,1,1,Independent,4c9f60f246978cfa453eaa7f,559,Wed Jan 30 21:51:35 +0000 2013,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,21:51:35,2013130
1346,51,51,Independent,4b6b706df964a520e7082ce3,559,Wed Jan 30 21:56:30 +0000 2013,35.22454600000001,-80.88892299999998,BBQ Joint,ghKN6NeyIBn9xxS0fO7SQQ,Bar-B-Q King,21:56:30,2013130
1220,48,48,Independent,51b1b97b498ea3048e4ad1ee,559,Sat Mar 16 16:06:47 +0000 2013,35.22293,-80.845771,Art Gallery,biy9tjz_ZwRGBITRDIEZtg,Charlotte Convention Center,16:06:47,2013316
17,1,1,Independent,4c9f60f246978cfa453eaa7f,559,Thu May 02 22:29:20 +0000 2013,35.225884,-80.85289499999998,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,Bank of America Stadium,22:29:20,2013502
1402,54,54,Independent,4b9eeb47f964a5207b0a37e3,582,Wed Apr 18 22:36:59 +0000 2012,35.349366,-80.84966899999998,Hotel,tG38oI0Q3eLFTY_yq6M3IQ,Drury Inn & Suites - Charlotte Northlake,22:36:59,2012418
1401,54,54,Independent,4b9eeb47f964a5207b0a37e3,582,Thu Apr 19 12:58:03 +0000 2012,35.349366,-80.84966899999998,Hotel,tG38oI0Q3eLFTY_yq6M3IQ,Drury Inn & Suites - Charlotte Northlake,12:58:03,2012419
1404,55,55,Independent,4b37700ff964a5200f4125e3,582,Thu Apr 19 13:12:46 +0000 2012,35.304672,-80.858609,Donut Shop,rd9DTyWkLAUr1z189DMj5w,Dunkin Donuts Baskin Robbins,13:12:46,2012419
1540,64,64,Independent,4ba79cb5f964a52053a239e3,617,Thu Oct 11 18:08:26 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,18:08:26,20121011
1541,64,64,Independent,4ba79cb5f964a52053a239e3,617,Fri Oct 12 11:40:25 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,11:40:25,20121012
1571,67,67,Independent,4fc4dbb1e4b0441dc0ac7df8,617,Fri Oct 12 11:52:34 +0000 2012,35.136701,-80.937797,Automotive Shop,aakI28ewBJufSoHjARwmEw,NTB - National Tire & Battery,11:52:34,20121012
1735,72,72,Independent,4b38c310f964a5201f5025e3,617,Thu Oct 18 17:28:42 +0000 2012,35.074293,-80.877539,Miscellaneous Shop,BEqQqnx_C_08Mm6McHF6SQ,BJ's Wholesale Club,17:28:42,20121018
1748,73,3212,Combined,4b18056ff964a5209fcb23e3,617,Sat Oct 27 22:19:04 +0000 2012,35.053292,-80.848558,Grocery Store,ij_czg0xkJR6xvnQdgnMDA,Harris Teeter,22:19:04,20121027
1539,64,64,Independent,4ba79cb5f964a52053a239e3,617,Tue Oct 30 11:44:37 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,11:44:37,20121030
1898,100,100,Independent,4d1cddda763fb1f7db878e66,617,Wed Oct 31 14:49:33 +0000 2012,35.042390999999995,-80.84751700000002,Drugstore / Pharmacy,knBzZ_fJFLDLb4NnVA2Plw,Walgreens,14:49:33,20121031
1536,64,64,Independent,4ba79cb5f964a52053a239e3,617,Wed Oct 31 15:04:03 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,15:04:03,20121031
1572,68,3210,Combined,4b0bde44f964a520453423e3,617,Wed Oct 31 15:16:25 +0000 2012,35.082128999999995,-80.876713,Mall,bm5xwrV3cd7a0T0dYZ3c6A,Carolina Place Mall,15:16:25,20121031
1550,65,3502,Combined,4b071b83f964a52060f722e3,617,Mon Nov 05 11:39:24 +0000 2012,35.220319,-80.943596,Fast Food Restaurant,gb41qjfdymOAYV2HT1OTeA,Chili's Too!,11:39:24,20121105
1869,97,3401,Combined,4b65f464f964a520c80a2be3,617,Fri Nov 09 17:04:15 +0000 2012,35.093261,-80.877527,Hardware Store,nL6eT6SqnSIMOceC22dTkA,The Home Depot,17:04:15,20121109
1849,92,3210,Combined,4b09e545f964a520571f23e3,617,Sat Nov 10 20:59:42 +0000 2012,35.081045,-80.877163,Sporting Goods Shop,UFQR4e86WtDcFsIe7tcX6Q,REI,20:59:42,20121110
1528,64,64,Independent,4ba79cb5f964a52053a239e3,617,Sun Nov 11 02:09:50 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,02:09:50,20121111
1517,64,64,Independent,4ba79cb5f964a52053a239e3,617,Fri Nov 16 19:13:07 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,19:13:07,20121116
1567,66,3211,Combined,4fc4f7e67716c8a1e245c022,617,Fri Nov 16 19:38:56 +0000 2012,35.08673,-80.847101,Pet Store,Ts6W-8WGzr0-Utp6EXM7YA,Pet Supplies Plus,19:38:56,20121116
1548,65,3502,Combined,4b071b83f964a52060f722e3,617,Tue Nov 20 19:59:53 +0000 2012,35.220319,-80.943596,Fast Food Restaurant,gb41qjfdymOAYV2HT1OTeA,Chili's Too!,19:59:53,20121120
1823,87,3502,Combined,4dcb2b11d16478749f9da809,617,Wed Nov 21 00:59:33 +0000 2012,35.224246,-80.940303,Mexican Restaurant,PCugqia4CsE9krMJyJ8UXw,Salsarita's Express,00:59:33,20121121
1822,87,3502,Combined,4dcb2b11d16478749f9da809,617,Wed Nov 21 00:59:50 +0000 2012,35.224246,-80.940303,Mexican Restaurant,PCugqia4CsE9krMJyJ8UXw,Salsarita's Express,00:59:50,20121121
1793,81,81,Independent,4b953560f964a5202c9534e3,617,Sat Nov 24 17:52:06 +0000 2012,35.085959,-80.886824,Diner,opBoB-pMHzUaK0-zsnUd1Q,The Dive N,17:52:06,20121124
1523,64,64,Independent,4ba79cb5f964a52053a239e3,617,Sat Nov 24 18:27:14 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,18:27:14,20121124
1800,82,3303,Combined,4c40b732d691c9b64aa28b0a,617,Sat Nov 24 18:47:14 +0000 2012,35.088815000000004,-80.860057,Miscellaneous Shop,AVF87C3Z2kkS-Ct7Mely9Q,Dollar Tree,18:47:14,20121124
1443,59,59,Independent,4b89740ef964a520b73732e3,617,Sun Nov 25 22:05:40 +0000 2012,35.056533,-80.813948,Church,tDQqEO1fKZjU3srtEqyg6Q,Saint Matthew Catholic Church,22:05:40,20121125
1524,64,64,Independent,4ba79cb5f964a52053a239e3,617,Fri Nov 30 19:05:34 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,19:05:34,20121130
1762,76,76,Independent,4b40b60df964a5202cba25e3,617,Fri Nov 30 23:16:47 +0000 2012,35.090421,-80.85618199999998,Hardware Store,sPmglaUQL_Pc5a3v-TTxew,Lowe's Home Improvement Warehouse Stores,23:16:47,20121130
1844,90,3211,Combined,4b1f29f5f964a520922424e3,617,Sat Dec 01 16:23:28 +0000 2012,35.086753,-80.847398,Miscellaneous Shop,Shfg3OSN0LuexhugwaVdaA,7-Eleven,16:23:28,20121201
1747,73,3212,Combined,4b18056ff964a5209fcb23e3,617,Sun Dec 02 23:45:00 +0000 2012,35.053292,-80.848558,Grocery Store,ij_czg0xkJR6xvnQdgnMDA,Harris Teeter,23:45:00,20121202
1824,87,3502,Combined,4dcb2b11d16478749f9da809,617,Mon Dec 03 18:14:44 +0000 2012,35.224246,-80.940303,Mexican Restaurant,PCugqia4CsE9krMJyJ8UXw,Salsarita's Express,18:14:44,20121203
1543,64,64,Independent,4ba79cb5f964a52053a239e3,617,Fri Dec 07 06:28:48 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,06:28:48,20121207
1860,94,94,Independent,4b5c6789f964a5203f2e29e3,617,Fri Dec 07 17:17:03 +0000 2012,35.112661,-80.920576,Fast Food Restaurant,108H_8aEgOH5uz_C9hBgUQ,Jack In the Box,17:17:03,20121207
1930,108,108,Independent,4c4b8eee5609c9b6cdcd4491,617,Sun Dec 09 00:31:28 +0000 2012,35.13878,-80.87779300000003,Chinese Restaurant,nNz_7luh2aD1_U9N3tJUMA,Fortune Garden,00:31:28,20121209
1570,66,3211,Combined,4fc4f7e67716c8a1e245c022,617,Sun Dec 09 18:09:35 +0000 2012,35.08673,-80.847101,Pet Store,Ts6W-8WGzr0-Utp6EXM7YA,Pet Supplies Plus,18:09:35,20121209
1933,109,3304,Combined,4b108514f964a520217223e3,617,Sun Dec 09 23:52:11 +0000 2012,35.058819,-80.81559200000002,Miscellaneous Shop,k6m_tyBCQ7Pe2BeHXFXj6w,Target,23:52:11,20121209
1794,81,81,Independent,4b953560f964a5202c9534e3,617,Sat Dec 15 18:34:35 +0000 2012,35.085959,-80.886824,Diner,opBoB-pMHzUaK0-zsnUd1Q,The Dive N,18:34:35,20121215
1736,72,72,Independent,4b38c310f964a5201f5025e3,617,Sat Dec 15 20:22:08 +0000 2012,35.074293,-80.877539,Miscellaneous Shop,BEqQqnx_C_08Mm6McHF6SQ,BJ's Wholesale Club,20:22:08,20121215
1759,75,75,Independent,4b90464ff964a520a28033e3,617,Sun Dec 16 00:22:05 +0000 2012,35.079601000000004,-80.828905,Italian Restaurant,kp-FRmyPxjsAoEK1-21rSQ,Riccio's Italian Restaurant,00:22:05,20121216
1537,64,64,Independent,4ba79cb5f964a52053a239e3,617,Sat Dec 22 20:12:41 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,20:12:41,20121222
1745,73,3212,Combined,4b18056ff964a5209fcb23e3,617,Wed Apr 04 18:28:10 +0000 2012,35.053292,-80.848558,Grocery Store,ij_czg0xkJR6xvnQdgnMDA,Harris Teeter,18:28:10,2012404
1760,76,76,Independent,4b40b60df964a5202cba25e3,617,Wed Apr 04 19:16:57 +0000 2012,35.090421,-80.85618199999998,Hardware Store,sPmglaUQL_Pc5a3v-TTxew,Lowe's Home Improvement Warehouse Stores,19:16:57,2012404
1512,64,64,Independent,4ba79cb5f964a52053a239e3,617,Wed Apr 04 19:23:05 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,U S Post Office,19:23:05,2012404
