,Location_id,POI_id,POI_Type,Org_id,User_id,TimeStamp,Zone,Latitude,Longitude,Category,yelp_id,name,stars
24,749,2204,Combined,4b6e0876f964a520f8a42ce3,86517,Tue Apr 03 22:52:30 +0000 2012,-360,51.098789,-114.144016,Mall,Te-QpX0XZIhY81Icm2HU8A,Target,3.0
25,1258,2102,Combined,4baa6368f964a52081653ae3,21272,Tue Apr 03 22:59:43 +0000 2012,-360,51.045729,-114.071125,Electronics Store,XZVrxLpCm2XOlNhzJ_bHqA,iPhix,1.5
26,530,530,Independent,4c82ea6d47cc224b10008b9f,18568,Wed Apr 04 00:26:55 +0000 2012,-360,51.037858,-114.083022,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
27,987,987,Independent,4b4d3b6ef964a520e7ce26e3,133809,Wed Apr 04 00:41:28 +0000 2012,-360,51.070299,-114.117561,Seafood Restaurant,nCUw_LVqKa3fSa0GEI7ZKQ,Joey's Seafood Restaurants,1.5
28,1098,1098,Independent,4b6c7abef964a520763d2ce3,5554,Wed Apr 04 00:42:25 +0000 2012,-360,51.04665,-114.080741,Fast Food Restaurant,NPa74p4Ox9-5d-EbByx1gw,McDonalds,2.0
29,1098,1098,Independent,4b6c7abef964a520763d2ce3,5554,Wed Apr 11 05:02:31 +0000 2012,-360,51.04665,-114.080741,Fast Food Restaurant,NPa74p4Ox9-5d-EbByx1gw,McDonalds,2.0
30,522,522,Independent,4ba96258f964a5208c233ae3,20101,Wed Apr 04 00:42:42 +0000 2012,-360,51.03771500000001,-114.079571,Drugstore / Pharmacy,i5k6adxc1CsMxdp4bCt6Dw,Shoppers Drug Mart,4.0
31,1056,2211,Combined,4b76f530f964a520826e2ee3,133809,Wed Apr 04 01:26:51 +0000 2012,-360,51.065956,-114.103146,Grocery Store,Id9IbX4C7sxPf2BvgK8eTw,Safeway,3.5
32,315,315,Independent,4b50ac92f964a520c62c27e3,230804,Wed Apr 04 01:27:18 +0000 2012,-360,50.993306,-114.070747,BBQ Joint,63kxNq4fgwvuJnjIeayE8w,A Plus Buffet Sushi Bar,3.0
33,1159,2103,Combined,4b0586e6f964a5209d7322e3,255357,Wed Apr 04 02:54:48 +0000 2012,-360,51.051856,-114.070187,Hotel,KsQzxfuZTnNnPEOMfQ9mng,Sheraton Suites Calgary Eau Claire,4.5
34,568,568,Independent,4c4beed19e6dbe9a577ac10c,27335,Wed Apr 04 04:38:19 +0000 2012,-360,51.04195900000001,-114.082709,Pub,tnJ7Tgn7EifkhPguLnUn3w,Mikey's On 12th,3.5
35,568,568,Independent,4c4beed19e6dbe9a577ac10c,27335,Wed Apr 11 04:34:33 +0000 2012,-360,51.04195900000001,-114.082709,Pub,tnJ7Tgn7EifkhPguLnUn3w,Mikey's On 12th,3.5
36,638,2212,Combined,4b2673a0f964a520ba7b24e3,183674,Wed Apr 04 11:58:31 +0000 2012,-360,51.154671,-114.054129,Coffee Shop,W8f0UUpmVX5Vnar3TDNojg,Tim Hortons,2.5
37,827,827,Independent,4ba0df3cf964a520a38337e3,37039,Wed Apr 04 12:35:26 +0000 2012,-360,51.080938,-114.025644,Coffee Shop,RHYAN5MXsYuvehCuK1zE5g,Tim Hortons,3.5
38,827,827,Independent,4ba0df3cf964a520a38337e3,209789,Sun Apr 08 06:06:45 +0000 2012,-360,51.080938,-114.025644,Coffee Shop,RHYAN5MXsYuvehCuK1zE5g,Tim Hortons,3.5
39,827,827,Independent,4ba0df3cf964a520a38337e3,37039,Mon Apr 09 14:15:25 +0000 2012,-360,51.080938,-114.025644,Coffee Shop,RHYAN5MXsYuvehCuK1zE5g,Tim Hortons,3.5
40,921,921,Independent,4b8f241ef964a520de4a33e3,183455,Wed Apr 04 12:58:49 +0000 2012,-360,51.093849,-113.998582,Hotel,EDzCc-FzSXvDG2O0lDYaQw,Holiday Inn Express & Suites Airport-Calgary,4.0
41,674,2300,Combined,4b6ec387f964a5207fc92ce3,79254,Wed Apr 04 13:36:21 +0000 2012,-360,51.12423,-114.20473,Coffee Shop,x5vdKD0MhkLHHncMryLBeg,Tim Hortons,3.0
42,471,471,Independent,4b5ba2d4f964a520aa0c29e3,183674,Wed Apr 04 16:19:18 +0000 2012,-360,51.040827,-114.06559,Coffee Shop,oNf6MkIn1RTPmCBVACPA_w,Starbucks,3.0
43,471,471,Independent,4b5ba2d4f964a520aa0c29e3,163592,Tue Apr 10 21:32:05 +0000 2012,-360,51.040827,-114.06559,Coffee Shop,oNf6MkIn1RTPmCBVACPA_w,Starbucks,3.0
44,1095,1095,Independent,4b0586e9f964a520b07422e3,49529,Wed Apr 04 17:40:46 +0000 2012,-360,51.045246,-114.080915,Nightclub,5JtCdjoC3zDO9YoqKInAxA,Knoxville's Tavern,2.0
45,1095,1095,Independent,4b0586e9f964a520b07422e3,49529,Sun Apr 08 05:34:37 +0000 2012,-360,51.045246,-114.080915,Nightclub,5JtCdjoC3zDO9YoqKInAxA,Knoxville's Tavern,2.0
46,1095,1095,Independent,4b0586e9f964a520b07422e3,49529,Sun Apr 08 07:42:16 +0000 2012,-360,51.045246,-114.080915,Nightclub,5JtCdjoC3zDO9YoqKInAxA,Knoxville's Tavern,2.0
47,1095,1095,Independent,4b0586e9f964a520b07422e3,49529,Tue Apr 10 16:34:40 +0000 2012,-360,51.045246,-114.080915,Nightclub,5JtCdjoC3zDO9YoqKInAxA,Knoxville's Tavern,2.0
48,1235,2102,Combined,4b9e7a75f964a5206de736e3,174234,Wed Apr 04 18:25:21 +0000 2012,-360,51.044793,-114.069183,Coffee Shop,4tYewpOSBPxiTjoFT54ZCw,Tim Hortons,3.0
49,688,2300,Combined,4bb66f962ea19521eaabab2f,20101,Wed Apr 04 18:26:57 +0000 2012,-360,51.125763,-114.198549,Juice Bar,W8biO0K_PIsT42zbG4zoow,Booster Juice,4.0
50,1185,1185,Independent,4b28322af964a520a59024e3,113496,Wed Apr 04 18:48:50 +0000 2012,-360,51.049833,-114.069348,Spa / Massage,lS0BiPeGWONrpPkhe6H5hg,Shiva Medical Spa,1.0
51,1118,1118,Independent,4b59c237f964a520959628e3,26117,Wed Apr 04 19:47:20 +0000 2012,-360,51.048004,-114.074864,Coffee Shop,xwNA3haonavN4SP0i0YEbw,Deville Coffee,3.0
52,1118,1118,Independent,4b59c237f964a520959628e3,27335,Mon Apr 09 14:46:07 +0000 2012,-360,51.048004,-114.074864,Coffee Shop,xwNA3haonavN4SP0i0YEbw,Deville Coffee,3.0
53,124,124,Independent,4c96612d533aa0932c46d145,53896,Wed Apr 04 21:28:47 +0000 2012,-360,50.961457,-114.074266,Grocery Store,iGmccHBQtF8xRT4n9zxA6Q,Real Canadian Superstore,2.0
54,124,124,Independent,4c96612d533aa0932c46d145,53896,Fri Apr 06 14:08:54 +0000 2012,-360,50.961457,-114.074266,Grocery Store,iGmccHBQtF8xRT4n9zxA6Q,Real Canadian Superstore,2.0
55,124,124,Independent,4c96612d533aa0932c46d145,53896,Sat Apr 07 15:52:52 +0000 2012,-360,50.961457,-114.074266,Grocery Store,iGmccHBQtF8xRT4n9zxA6Q,Real Canadian Superstore,2.0
56,1240,2105,Combined,4b0586e9f964a520ac7422e3,191116,Wed Apr 04 23:20:31 +0000 2012,-360,51.045559,-114.066979,Indian Restaurant,GwpoCSmwfJYo7fyBq_mDZQ,Mango Shiva,4.0
57,1055,1055,Independent,4b17e920f964a52091c923e3,26117,Wed Apr 04 23:31:53 +0000 2012,-360,51.067456,-114.105317,Hardware Store,RLuDMEOKc6xPN_1_IY76RQ,The Home Depot,3.0
58,1018,1018,Independent,4c62047ceb82d13a969604d6,39476,Wed Apr 04 23:42:08 +0000 2012,-360,51.071855,-114.159649,Restaurant,SYCgakqaEBTjRhOVFXjV3g,NOtaBLE,4.0
59,73,2221,Combined,4ba990f7f964a520c62e3ae3,5554,Wed Apr 04 23:51:13 +0000 2012,-360,50.905549,-114.064985,Grocery Store,WxzEFPjYt0VIwKDw4tur4Q,Safeway,4.0
60,365,365,Independent,4b0586e9f964a520967422e3,193643,Thu Apr 05 00:11:39 +0000 2012,-360,51.008169,-114.068542,Bar,uNBrfpSxA6vmzX_9CpKKaA,Blind Beggar Bar & Grill,4.0
61,984,984,Independent,4b8ff260f964a5205f6b33e3,141823,Thu Apr 05 00:17:14 +0000 2012,-360,51.068295,-114.116803,Motel,cM-MCFsZ4fF23JoGNHeXaA,Best Western Plus Village Park Inn,3.5
62,278,278,Independent,4b141699f964a520229d23e3,76333,Fri Apr 06 15:30:34 +0000 2012,-360,51.023975,-114.108795,Coffee Shop,R9Q2H4XVCiHUee3OvkB1kg,Phil and Sebastian Coffee Roasters,4.0
63,278,278,Independent,4b141699f964a520229d23e3,76333,Sun Apr 08 01:03:23 +0000 2012,-360,51.023975,-114.108795,Coffee Shop,R9Q2H4XVCiHUee3OvkB1kg,Phil and Sebastian Coffee Roasters,4.0
64,278,278,Independent,4b141699f964a520229d23e3,27335,Tue Apr 10 13:37:23 +0000 2012,-360,51.023975,-114.108795,Coffee Shop,R9Q2H4XVCiHUee3OvkB1kg,Phil and Sebastian Coffee Roasters,4.0
65,535,535,Independent,4ca8c27844a8224b26c81a40,43233,Fri Apr 06 15:35:14 +0000 2012,-360,51.037727,-114.085557,Coffee Shop,RUw1P4_Dq0Zu7Dn6dvu7jA,Waves Coffee House,4.0
66,725,725,Independent,4b1d2499f964a520350c24e3,118330,Fri Apr 06 15:45:21 +0000 2012,-360,51.085746,-114.180509,Coffee Shop,KMNkriayvWEwdZPcmr1faA,Cadence Coffee,4.0
67,1197,1197,Independent,4bd1e82fa8b3a59355ae665f,159687,Fri Apr 06 15:58:15 +0000 2012,-360,51.050023,-114.06346200000002,Bakery,6F51-rxfSPu1wUiKTjBJjw,Baker's Hut,3.5
68,1197,1197,Independent,4bd1e82fa8b3a59355ae665f,159687,Sat Apr 07 15:28:28 +0000 2012,-360,51.050023,-114.06346200000002,Bakery,6F51-rxfSPu1wUiKTjBJjw,Baker's Hut,3.5
69,1197,1197,Independent,4bd1e82fa8b3a59355ae665f,159687,Mon Apr 09 14:35:26 +0000 2012,-360,51.050023,-114.06346200000002,Bakery,6F51-rxfSPu1wUiKTjBJjw,Baker's Hut,3.5
70,53,53,Independent,4b8d5f1df964a520b6f732e3,15239,Sat Apr 07 00:13:35 +0000 2012,-360,50.900895,-114.061689,Department Store,YwjlMw_KBgj6F-Ys--XayA,Walmart,3.0
71,929,929,Independent,4b5e159df964a520d07c29e3,47946,Sat Apr 07 13:20:08 +0000 2012,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
72,314,314,Independent,4b2bc7b9f964a520d2ba24e3,53896,Sat Apr 07 15:36:36 +0000 2012,-360,50.992631,-114.073342,Coffee Shop,CqQ9Y1J47Osr0BVGlU6tiQ,Tim Hortons,2.5
73,941,941,Independent,4b4d262df964a520b1cc26e3,209789,Sat Apr 07 16:46:15 +0000 2012,-360,51.110177,-114.061904,Coffee Shop,9npKMK9x3pgtP41n2rpPvQ,Tim Hortons,1.5
74,100,100,Independent,4bc0dd67f8219c74c25cb210,19012,Sat Apr 07 17:13:39 +0000 2012,-360,50.951749,-114.060917,Library,Cx6DYhA3incRLbV76PyrSQ,Fish Creek Public Library,5.0
75,361,361,Independent,4d4b54f8d28f37040b42f222,19012,Sat Apr 07 19:13:04 +0000 2012,-360,51.0017,-114.063975,Vietnamese Restaurant,4e_kgP5CBbWwZCYEbConPA,Oriental Phoenix Restaurant,3.5
76,675,2300,Combined,4b6cd31cf964a5202b572ce3,37039,Sat Apr 07 19:21:21 +0000 2012,-360,51.124115,-114.20608500000002,Automotive Shop,S1iUGkHlSvKt2TCAsqe9Ag,Discount Car & Truck Rentals,2.5
77,110,2218,Combined,4f80973ee4b05d42de491afa,21272,Sat Apr 07 19:36:34 +0000 2012,-360,50.952655,-114.066667,Salon / Barbershop,evYs25izRjdiDdZU-XWSPA,Hennessey Salon + Spa,2.0
78,8,2213,Combined,4b3bf893f964a520807f25e3,20101,Sat Apr 07 21:32:12 +0000 2012,-360,51.041151,-114.139667,Department Store,51QAojCrBm5f2BqJUSrmZA,Walmart,3.0
79,704,2300,Combined,4ba13457f964a520dba137e3,79254,Sat Apr 07 22:43:36 +0000 2012,-360,51.127926,-114.200695,Coffee Shop,VsdyDGq7ouMA72KvD5qUdQ,Starbucks,3.5
80,704,2300,Combined,4ba13457f964a520dba137e3,79254,Mon Apr 09 15:22:09 +0000 2012,-360,51.127926,-114.200695,Coffee Shop,VsdyDGq7ouMA72KvD5qUdQ,Starbucks,3.5
81,853,2205,Combined,4b579da6f964a520853928e3,263121,Sat Apr 07 23:12:50 +0000 2012,-360,51.06104000000001,-113.984675,Grocery Store,Me903TmRgwOdiC05DILyyg,T & T Supermarket,3.5
82,62,62,Independent,4b076de9f964a5207cfd22e3,122701,Sun Apr 08 00:10:43 +0000 2012,-360,50.902741,-114.065803,Pizza Place,ethajsaDau3bk99n2cUPhQ,Boston Pizza,2.5
83,321,2216,Combined,4bfae2281c1da59387137e0e,37039,Sun Apr 08 01:02:56 +0000 2012,-360,50.997526,-114.073387,Sporting Goods Shop,UIBn9sYbDbPBBJYNcu1u2g,Sport Chek Chinook Centre,2.5
84,74,2221,Combined,4b314725f964a520c50325e3,21272,Sun Apr 08 01:20:08 +0000 2012,-360,50.907293,-114.065722,Vietnamese Restaurant,8glTYTp-ZzR_mlUe7p7HHQ,Jerusalem Shawarma - Shawnessy,4.5
85,586,2201,Combined,4bf5eeacbfeac92806989336,263121,Sun Apr 08 01:21:26 +0000 2012,-360,51.098711,-113.95928899999998,Fast Food Restaurant,61h1akwzAo5vqNmnDdgmnA,Mucho Burrito,4.5
86,1187,1187,Independent,4b0586ebf964a520477522e3,113496,Sun Apr 08 01:21:55 +0000 2012,-360,51.049152,-114.06237,Chinese Restaurant,QGE9ZsMb7QLMsBf2OvfVMw,Dragon Chinese Restaurant,3.5
87,579,2200,Combined,4b6b5f86f964a5205f042ce3,48512,Sun Apr 08 02:10:21 +0000 2012,-360,51.151388,-114.213649,Grocery Store,0iGOEpsD8Tr79TMmk-hLgw,Sobeys,4.5
88,402,402,Independent,4b68d2a4f964a520c18e2be3,193643,Sun Apr 08 02:10:46 +0000 2012,-360,51.041998,-114.035945,Italian Restaurant,LyNhyjqYAKmtq_z--AimvQ,Gorilla Whale,3.5
89,925,925,Independent,4ba013a2f964a520f55737e3,263842,Sun Apr 08 02:50:14 +0000 2012,-360,51.094936,-113.99979,Hotel,L2qg_6qrG70DRy4bvppYPg,Sandman Hotel & Suites Calgary Airport,2.0
90,1036,1036,Independent,4c996577292a6dcb6753c676,191116,Sun Apr 08 03:04:11 +0000 2012,-360,51.07867,-114.130139,Concert Hall,fK54MdR4YFlbGzCzCg7FlQ,MacEwan Hall and Ballroom,3.5
91,425,425,Independent,4dfaa9d31f6eeef806a8964e,234752,Sun Apr 08 03:14:41 +0000 2012,-360,51.04331,-114.07023,Pub,yL_bdAZxiSBFvwlPm5WK6g,The Whiskey,2.5
92,891,891,Independent,4b0586e7f964a520117422e3,263842,Sun Apr 08 03:30:17 +0000 2012,-360,51.079881,-114.002863,American Restaurant,fYqz_q3c-HC3R5vreCvfpw,Tony Roma's,3.0
93,473,473,Independent,4b0586e6f964a520cc7322e3,174234,Sun Apr 08 03:52:52 +0000 2012,-360,51.041234,-114.064767,Hotel,TJ3MrS3I2IHhdQu2gxbmtg,Hotel Arts,3.5
94,473,473,Independent,4b0586e6f964a520cc7322e3,20101,Sun Apr 08 05:27:29 +0000 2012,-360,51.041234,-114.064767,Hotel,TJ3MrS3I2IHhdQu2gxbmtg,Hotel Arts,3.5
95,473,473,Independent,4b0586e6f964a520cc7322e3,133809,Sun Apr 08 06:25:03 +0000 2012,-360,51.041234,-114.064767,Hotel,TJ3MrS3I2IHhdQu2gxbmtg,Hotel Arts,3.5
96,463,463,Independent,4b626a75f964a520b4462ae3,188592,Sun Apr 08 06:16:12 +0000 2012,-360,51.034043,-114.071051,Karaoke Bar,nbwZ3FDy1ET99W3GDnAcrQ,Ducky's Pub & Restaurant,3.0
97,381,381,Independent,4b898464f964a520193e32e3,174234,Sun Apr 08 09:04:34 +0000 2012,-360,51.03014,-114.060616,Breakfast Spot,s0YfHJ9gEuDgbSKcL97aGg,Humpty's Family Restaurants,2.5
98,54,54,Independent,4b5f9164f964a52017c229e3,78628,Sun Apr 08 11:58:06 +0000 2012,-360,50.89918,-114.065523,Coffee Shop,mlRzpGPBEzmK4U2Uzdk0zg,Tim Hortons,2.0
99,982,982,Independent,4b6555c7f964a520a4ed2ae3,209789,Sun Apr 08 15:17:56 +0000 2012,-360,51.067352,-114.117194,American Restaurant,2tvdTwgARXgu-5UVRcsc4A,Denny's,3.0
100,576,2200,Combined,4b7f6e16f964a520332e30e3,21588,Sun Apr 08 15:33:47 +0000 2012,-360,51.150493,-114.21358,Coffee Shop,koGzyFl7XS4hHR-CEJ4hxQ,Second Cup,4.0
101,201,201,Independent,4bae5252f964a52071a23be3,40760,Sun Apr 08 16:28:43 +0000 2012,-360,50.970995,-114.072325,Fast Food Restaurant,pThxL0s-N74XVaCU-JdFtA,McDonald's,2.0
102,193,193,Independent,4b603378f964a520aed929e3,53896,Sun Apr 08 17:32:35 +0000 2012,-360,50.962654,-114.086486,Coffee Shop,Pnj5JxSS2AZS29wRZAC8XA,Tim Hortons,3.0
103,795,795,Independent,4b0586ebf964a520777522e3,209789,Sun Apr 08 18:00:21 +0000 2012,-360,51.065907,-114.063899,Ramen /  Noodle House,HKuez_mOGARb2aC6i5-WWQ,Pho Kim Restaurant,3.5
104,203,203,Independent,4b0586e6f964a520a97322e3,27335,Sun Apr 08 18:16:40 +0000 2012,-360,50.972737,-114.070154,Hotel,yJbFmJAtc6R5JlDBEQBs8Q,Carriage House Inn,3.0
105,239,2301,Combined,4d8e2b7dca75b60c2de4f8a8,15239,Sun Apr 08 18:34:29 +0000 2012,-360,50.981401,-114.045201,Restaurant,C3uxeV8VSiMGcdFGmos0QQ,Moxie's Grill & Bar,3.0
106,239,2301,Combined,4d8e2b7dca75b60c2de4f8a8,47946,Sun Apr 08 18:35:04 +0000 2012,-360,50.981401,-114.045201,Restaurant,C3uxeV8VSiMGcdFGmos0QQ,Moxie's Grill & Bar,3.0
107,1113,1113,Independent,4b0586ecf964a520db7522e3,238217,Sun Apr 08 18:39:50 +0000 2012,-360,51.045916,-114.074885,Movie Theater,87XfNqtYs1ld2w2J88pm4w,Globe Cinema,4.0
108,78,78,Independent,4b64b2d2f964a52042c92ae3,21272,Sun Apr 08 18:59:36 +0000 2012,-360,50.909738,-114.067438,Grocery Store,e7Ip7cd_m_NZt2r3VMd4ow,Real Canadian Superstore,3.0
109,78,78,Independent,4b64b2d2f964a52042c92ae3,21272,Tue Apr 10 23:08:40 +0000 2012,-360,50.909738,-114.067438,Grocery Store,e7Ip7cd_m_NZt2r3VMd4ow,Real Canadian Superstore,3.0
110,28,2215,Combined,4b0586ebf964a5205e7522e3,204593,Sun Apr 08 19:11:57 +0000 2012,-360,51.019537,-114.167972,Steakhouse,_EjdwRr_Y5BLtz6BjjhFHQ,Montana's BBQ & Bar,2.5
111,427,427,Independent,4b47a74af964a5201f3926e3,159687,Sun Apr 08 19:34:38 +0000 2012,-360,51.042654,-114.071494,Coffee Shop,uoEN0ubXMi4ZcnjNVUNunw,Tim Hortons,2.0
112,1188,1188,Independent,4b0586e6f964a520a27322e3,133809,Sun Apr 08 20:21:51 +0000 2012,-360,51.049025,-114.059935,Hotel,GTLaZNQ1B3JsrhUh9z3vEg,Delta Hotels by Marriott Calgary Downtown,3.5
113,356,2216,Combined,4cb2382175ebb60c0953d3ad,255357,Sun Apr 08 20:32:37 +0000 2012,-360,50.999968,-114.072932,Clothing Store,3CoHXsCzSejNwMqNZLaoEA,Tory Burch,4.0
114,442,442,Independent,4bb90f4598c7ef3bd1be3102,188592,Sun Apr 08 20:37:47 +0000 2012,-360,51.043202,-114.087481,Grocery Store,mzvxXwPKkl7TCK1tEZr5dQ,Co-op,3.5
115,835,835,Independent,4bb7af653db7b713ac62209a,133809,Sun Apr 08 21:08:23 +0000 2012,-360,51.069351,-113.98405,Grocery Store,J9p2oPNouZu7Qqoc6ZheKA,Real Canadian Superstore,3.0
116,992,2209,Combined,4b6dc3e2f964a520c18d2ce3,27217,Sun Apr 08 21:10:15 +0000 2012,-360,51.086328,-114.156272,Department Store,xQlQb8yzYO4O5F39OuR7gA,Hudson's Bay,2.5
117,777,777,Independent,4b0586ecf964a520ce7522e3,238217,Sun Apr 08 21:10:15 +0000 2012,-360,51.05408900000001,-114.094693,Japanese Restaurant,inkczVh91Kt4MdwAfKeFWw,Muku Japanese Noodle House,4.0
118,997,2209,Combined,4b06f8a1f964a5208ff422e3,27217,Sun Apr 08 21:43:02 +0000 2012,-360,51.082822,-114.154247,Electronics Store,Z9zCD9sVsvyeZnwNYbihqg,Apple Store,4.0
119,581,581,Independent,4b456f7bf964a520b20c26e3,196461,Sun Apr 08 22:32:20 +0000 2012,-360,51.125584,-113.944176,Pizza Place,fovLON4LAVRqZLwsndsGOA,Pizza 73,3.0
120,993,2209,Combined,4bc1fca3920eb7139e661b2c,27217,Sun Apr 08 22:43:00 +0000 2012,-360,51.086263,-114.154337,American Restaurant,xLM26ItewI_hMGpMXTjn1g,Milestones Restaurants,3.0
121,250,250,Independent,4b7c20aef964a5209c7e2fe3,88398,Mon Apr 09 14:54:54 +0000 2012,-360,50.989047,-113.959108,Coffee Shop,CxFXHufCJtGdeXdQjAmvlg,Tim Hortons,2.5
122,1021,1021,Independent,4ba7ef2af964a520edbf39e3,255357,Mon Apr 09 15:19:18 +0000 2012,-360,51.06822,-114.159342,Medical Center,S6DWd1rJEjtmh4FC74kOYg,"Ken Alanen, MD",1.5
123,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Mon Apr 09 17:11:12 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
124,1040,2210,Combined,4b819aa2f964a52018b230e3,27335,Mon Apr 09 17:41:00 +0000 2012,-360,51.084359,-114.125504,Burger Joint,OjjbyQyzJji9wNgOOBUbIA,Harvey's,3.0
